timestamp,level,cmdb_id,failure_type,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Top26,Top27,Top28,Top29,Top30,Top31,Top32,Top33,Top34,Top35,Top36,Top37,Top38,Top39,Top40,Top41,Top42,Top43,Top44,Top45,Top46
1651877333,pod,currencyservice-0,Kubernetes Container CPU Load,adservice2-0:0.6046922373135791,currencyservice2-0:0.5673221186843044,productcatalogservice2-0:0.5431461585029966,cartservice-0:0.49308048062786186,cartservice2-0:0.47956702779031063,checkoutservice2-0:0.47840121001471564,checkoutservice-1:0.47548691559121675,shippingservice2-0:0.40822058428413627,recommendationservice2-0:0.40703126485142144,emailservice2-0:0.38752013081726727,productcatalogservice-2:0.3862473214688426,checkoutservice-2:0.37848279912266886,currencyservice-0:0.377137540999439,currencyservice-2:0.3566433969523642,adservice-0:0.35645867665621167,cartservice-1:0.35498149350479685,adservice-1:0.35340727842690667,cartservice-2:0.3526289482500801,checkoutservice-0:0.3481911134196709,adservice-2:0.338675172256949,emailservice-2:0.33784135874436055,currencyservice-1:0.32662129199891027,productcatalogservice-1:0.3229121160093649,paymentservice2-0:0.32140469057324045,productcatalogservice-0:0.3126591043487687,frontend2-0:0.29977542926848083,shippingservice-1:0.29273405254114154,shippingservice-0:0.2916610005538571,shippingservice-2:0.28100997669017574,recommendationservice-2:0.2530925833124337,emailservice-0:0.23850706608933572,paymentservice-2:0.23449965297313957,recommendationservice-1:0.23116053644448073,emailservice-1:0.21583374168543792,recommendationservice-0:0.21152352609830313,frontend-2:0.208724716818781,paymentservice-0:0.2012839682806177,paymentservice-1:0.18991460888557468,frontend-0:0.13947907225045036,frontend-1:0.13695159866677334,node-4:0.03779332623810513,node-6:0.037465618540789745,node-5:0.022858439240473233,node-3:0.02092516302060854,node-2:0.01977189386547693,node-1:0.016370553789300208
1651880837,service,productcatalogservice,Kubernetes Container Network Latency,productcatalogservice-2:0.934944824821813,productcatalogservice-1:0.9245830676516054,productcatalogservice-0:0.8358837368835417,emailservice-2:0.8071152853433418,emailservice-1:0.7370342876431573,checkoutservice-1:0.7147489376721611,emailservice-0:0.7016688740885054,shippingservice-0:0.6596977245492026,emailservice2-0:0.6571328318517372,paymentservice-2:0.6484773738541801,checkoutservice-0:0.6216712374275307,checkoutservice-2:0.6171089586512142,currencyservice2-0:0.6159338345717901,cartservice-2:0.5901069966063713,shippingservice2-0:0.5853904834386098,cartservice2-0:0.5849186981522448,paymentservice2-0:0.5673724009227767,paymentservice-1:0.561229349121538,frontend-2:0.5512807180727269,recommendationservice2-0:0.5463024147198546,frontend-1:0.540779996247445,recommendationservice-0:0.5384570543743826,recommendationservice-2:0.5368880776236779,adservice2-0:0.5355686791210122,productcatalogservice2-0:0.526277667086042,frontend2-0:0.5053405345516633,checkoutservice2-0:0.5036126462052352,adservice-1:0.4939173313856576,adservice-2:0.4925259813299096,recommendationservice-1:0.4924308665036236,frontend-0:0.46855508921279104,currencyservice-2:0.45398932404217457,currencyservice-1:0.43734431195357687,adservice-0:0.42069781685793983,paymentservice-0:0.4177264355745298,shippingservice-1:0.4029110173510484,shippingservice-2:0.3762652062176803,cartservice-1:0.3659411469032658,cartservice-0:0.34963461618497726,currencyservice-0:0.33406804454339306,node-5:0.009545441493074265,node-6:0.009308843302295831,node-4:0.007057487873017553,node-2:0.0034053126586311468,node-1:0.002564663716434062,node-3:0.0019143442248889663
1651884469,pod,emailservice-1,Kubernetes Container Network Packet Loss,emailservice2-0:0.36801267516292224,shippingservice-2:0.3134956246114602,checkoutservice2-0:0.3126306671905363,checkoutservice-0:0.3098134636302001,emailservice-1:0.30576816657743405,productcatalogservice-0:0.30271601667429265,checkoutservice-2:0.2955240584661474,adservice2-0:0.2901706485587026,adservice-0:0.28064660652938467,productcatalogservice2-0:0.2673365408515884,emailservice-0:0.2664702853079288,cartservice-2:0.262423521483544,recommendationservice-2:0.25978909963680025,adservice-1:0.2586728031629334,shippingservice-0:0.2548241676415722,currencyservice-1:0.24670009353965128,productcatalogservice-2:0.24103836370198986,emailservice-2:0.24032176372646627,recommendationservice-1:0.24012627282121823,cartservice2-0:0.23040962887590502,paymentservice2-0:0.2289086929098039,currencyservice-2:0.22369523675789807,checkoutservice-1:0.22127538156336968,shippingservice-1:0.21340561827951735,shippingservice2-0:0.21011770486837475,productcatalogservice-1:0.20986887605683177,cartservice-0:0.2083721766061144,paymentservice-1:0.20328088193580537,currencyservice2-0:0.2016687053487356,recommendationservice2-0:0.19708929875413836,frontend-1:0.18013204204470776,frontend-0:0.17536702190605236,adservice-2:0.16918560694019621,paymentservice-2:0.16744902130930314,recommendationservice-0:0.1344965140218927,cartservice-1:0.13430219391368506,paymentservice-0:0.11478662068690833,frontend-2:0.10959207361785472,frontend2-0:0.10304133667951317,currencyservice-0:0.09482484724972151,node-3:0.03081278444826233,node-2:0.029102880252018085,node-5:0.016857133774665793,node-4:0.013279949175562333,node-6:0.013109675320108637,node-1:0.012271653000499946
1651885258,node,node-6,Node Disk Space Consumption,node-5:0.3126675210290047,node-6:0.3014043411670566,node-4:0.28359206680328963,node-3:0.28225621131671425,paymentservice2-0:0.27728892211684114,checkoutservice2-0:0.2715919242248728,frontend2-0:0.26004817849624706,node-2:0.2524497278600005,shippingservice2-0:0.2495282082592927,emailservice-2:0.23972902527508266,node-1:0.22045288588680875,frontend-2:0.21076714405612448,checkoutservice-2:0.2082651040300039,checkoutservice-1:0.1955841368832056,shippingservice-0:0.18260627615806455,frontend-0:0.17349124502280458,shippingservice-2:0.16886649530021816,currencyservice-0:0.16825187438067965,shippingservice-1:0.15901478160493357,cartservice-0:0.15409778632094606,frontend-1:0.15059051559888906,productcatalogservice-2:0.14270033455974154,emailservice2-0:0.13037792775251414,currencyservice-1:0.12924027658974765,checkoutservice-0:0.12717248859191518,adservice-0:0.12536387588448208,adservice-1:0.12050853360967696,currencyservice2-0:0.11847214659381115,cartservice-1:0.11345185349181151,productcatalogservice-1:0.10995154777446198,currencyservice-2:0.09999651268536269,productcatalogservice2-0:0.0967418253571034,adservice2-0:0.09660182524445969,emailservice-1:0.09112859283818714,adservice-2:0.08908267375263945,recommendationservice2-0:0.07892555097920236,productcatalogservice-0:0.0788739076429668,cartservice2-0:0.07717059690436097,paymentservice-0:0.07640777294758085,recommendationservice-0:0.0745610957414221,paymentservice-2:0.07422938541336553,cartservice-2:0.07357480272808123,recommendationservice-2:0.06391320743339031,paymentservice-1:0.06312403795187481,recommendationservice-1:0.06160013926029523,emailservice-0:0.04561577312836917
1651885771,service,cartservice,Kubernetes Container Network Latency,frontend2-0:0.5779110765653749,frontend-2:0.5676305247134181,frontend-1:0.5443940658177427,checkoutservice-1:0.5307077844111036,frontend-0:0.528300339689282,cartservice-2:0.5268073107818155,cartservice-0:0.5263181103115081,cartservice-1:0.5184788229148471,emailservice-1:0.5145952954231064,cartservice2-0:0.4911577503088487,shippingservice-1:0.43608337765692734,checkoutservice-0:0.43529726123601914,productcatalogservice2-0:0.4126804192423417,checkoutservice-2:0.40941352052302366,productcatalogservice-1:0.3800979797371185,emailservice2-0:0.3595944226664976,productcatalogservice-0:0.3541101541493763,productcatalogservice-2:0.35390935566945064,shippingservice2-0:0.3468221890931427,currencyservice-2:0.3072446371627603,currencyservice-1:0.2973661446106057,paymentservice2-0:0.29398897969621235,shippingservice-2:0.27846269809399565,shippingservice-0:0.27257464050463026,emailservice-2:0.2684692757332573,checkoutservice2-0:0.2659124772508481,adservice2-0:0.2549402597326511,paymentservice-2:0.24752661203946835,currencyservice-0:0.22251278708409736,adservice-2:0.19634349345882338,adservice-0:0.18223184053093047,adservice-1:0.18108777201187368,currencyservice2-0:0.16921639126594382,recommendationservice-1:0.1656110616616229,recommendationservice-0:0.16476843129454666,recommendationservice-2:0.16206269723844832,paymentservice-0:0.15753381891013982,emailservice-0:0.1493620396906814,recommendationservice2-0:0.14463744729760478,paymentservice-1:0.1335370134877448,node-6:0.1141029209383657,node-2:0.11396730142793637,node-4:0.0859652784409329,node-3:0.06119009532959324,node-5:0.029461774456318517,node-1:0.020382790324891733
1651889566,service,recommendationservice,Kubernetes Container Memory Load,recommendationservice-1:0.5720408956205578,recommendationservice2-0:0.48526144963663903,recommendationservice-2:0.4752309785734889,recommendationservice-0:0.4749149060535065,productcatalogservice-0:0.43022129263863024,productcatalogservice-1:0.4063370065000889,adservice-2:0.3878420117966219,currencyservice-0:0.37674022879993146,checkoutservice-0:0.3609165322470389,frontend2-0:0.3570133919629291,checkoutservice-1:0.3496559148384754,currencyservice-1:0.34906974572045124,paymentservice2-0:0.3444640118137026,productcatalogservice2-0:0.342173326343411,currencyservice2-0:0.3384765993595453,shippingservice-0:0.3341101064701288,adservice2-0:0.32517456038194187,shippingservice2-0:0.3153297000557727,cartservice-0:0.3121202224678155,productcatalogservice-2:0.3113361551906613,frontend-2:0.30334455569606117,cartservice2-0:0.2967404858194241,frontend-1:0.29379295296883007,cartservice-2:0.2681779647084816,adservice-0:0.2655246204879067,frontend-0:0.2517977790962449,currencyservice-2:0.2313004605577708,shippingservice-1:0.22701342901446578,checkoutservice-2:0.20447677372690878,shippingservice-2:0.19822638463494058,cartservice-1:0.18102008538350303,emailservice-2:0.1603721975037051,emailservice-0:0.1323966831556438,emailservice2-0:0.13009435142527323,checkoutservice2-0:0.1203120787710877,adservice-1:0.11621962783950689,paymentservice-2:0.06463597434466166,paymentservice-0:0.06286783989370677,node-6:0.05528944259885012,node-1:0.04994145286762477,node-4:0.048540838820438026,node-2:0.04732738120815522,paymentservice-1:0.0387333048237818,emailservice-1:0.03733221624048845,node-5:0.017626917901425017,node-3:0.01479122369210803
1651891523,service,recommendationservice,Kubernetes Container Write I/O Load,recommendationservice-1:0.7790339150377058,recommendationservice-2:0.7636222335088546,recommendationservice-0:0.7585651098867036,recommendationservice2-0:0.7157645520426423,frontend-2:0.4639365573732013,currencyservice-0:0.4534934624712224,currencyservice2-0:0.4293955652608689,currencyservice-2:0.41917545593121036,shippingservice-1:0.3890354785838896,productcatalogservice2-0:0.3619389272449245,productcatalogservice-2:0.3562616400635536,adservice-0:0.35430882958306026,checkoutservice-2:0.3468045484826496,emailservice-1:0.34368605569473987,emailservice-0:0.34028057193812344,frontend2-0:0.33127794454861664,emailservice2-0:0.3166548069767287,adservice-2:0.3150909298509728,productcatalogservice-1:0.30821384322823664,shippingservice-0:0.30289598269315426,checkoutservice-1:0.3019170618005199,cartservice-1:0.29291156216068576,checkoutservice2-0:0.2906130246817458,frontend-0:0.2859653651771466,emailservice-2:0.2605066359545671,frontend-1:0.24840316211019284,shippingservice-2:0.24402863320122983,adservice-1:0.24099440758376625,checkoutservice-0:0.2355710454727347,productcatalogservice-0:0.22283909612675387,cartservice-0:0.20450862914257947,shippingservice2-0:0.1966505383568128,paymentservice2-0:0.19108041547342033,currencyservice-1:0.18807400582434897,node-5:0.17031959664242216,cartservice2-0:0.14670732102165898,cartservice-2:0.14339465880393512,paymentservice-2:0.13941289901726742,adservice2-0:0.10030245030141423,paymentservice-1:0.09083814950541706,node-2:0.08973117885176957,node-3:0.07038192792123411,node-1:0.06996654013506735,node-4:0.06102875280001055,paymentservice-0:0.04871244715970171,node-6:0.018973560994637248
1651891895,node,node-4,Node CPU Spiking,checkoutservice-2:0.41348293578103296,frontend-1:0.36695481061255614,productcatalogservice2-0:0.3542015946001009,checkoutservice-1:0.3313405916017202,currencyservice-1:0.32293016171558386,productcatalogservice-1:0.32241200421758043,shippingservice-2:0.3105047369420713,paymentservice2-0:0.30798440242213015,currencyservice-0:0.30208238141998606,frontend-0:0.29110093505510676,frontend-2:0.28988299758705677,cartservice-2:0.28757481561782766,productcatalogservice-2:0.2822957244671391,cartservice-1:0.2788445818308731,adservice-0:0.27796561115045065,cartservice-0:0.27791983836554307,currencyservice-2:0.2746896768400661,shippingservice-1:0.271202290296267,adservice-1:0.27059668111897356,emailservice-1:0.2666634625758197,shippingservice-0:0.25761815076121136,recommendationservice-1:0.24825003693876965,recommendationservice-0:0.24619427982845862,recommendationservice2-0:0.2457469063205743,checkoutservice2-0:0.2403038407920186,checkoutservice-0:0.23810100713811266,currencyservice2-0:0.23426248816541517,emailservice2-0:0.23263212240636857,recommendationservice-2:0.23071891746681414,shippingservice2-0:0.22638728381033277,productcatalogservice-0:0.2189880567383443,emailservice-0:0.21454979494300344,cartservice2-0:0.21338983396328037,frontend2-0:0.2126533266657994,adservice-2:0.20378500059159574,node-4:0.20059566913023805,emailservice-2:0.1845768939760339,node-1:0.16607449241521677,adservice2-0:0.15558390099089994,node-5:0.15183112738840257,paymentservice-1:0.1457733055781991,paymentservice-2:0.14247977044177246,node-2:0.14031150380528426,paymentservice-0:0.12703074323581287,node-3:0.12524065348826208,node-6:0.09034510569623012
1651896807,node,node-6,Node Disk Read I/O Consumption,node-6:0.5442769946429192,node-4:0.43113428014997074,node-2:0.37508716589696506,node-3:0.2931975640349714,node-5:0.21241549367031068,node-1:0.17445587592174716,adservice2-0:0.13483972854299267,adservice-1:0.1170291943198326,adservice-0:0.11326555137577983,frontend2-0:0.1119071004825461,frontend-1:0.10248711896195402,adservice-2:0.10050946494988812,frontend-2:0.09846347807964155,checkoutservice-1:0.09170806579509015,shippingservice-2:0.08646313920074901,productcatalogservice-0:0.0857002233248111,checkoutservice-0:0.0847957418980455,recommendationservice-2:0.08271063370875338,frontend-0:0.08104473194356496,cartservice-2:0.08040787409465504,paymentservice-2:0.07620623660815022,shippingservice-0:0.07577904103256126,cartservice2-0:0.06866488788549636,shippingservice-1:0.06853045681367455,productcatalogservice-1:0.06765178134415371,emailservice-1:0.06729921526338374,emailservice-0:0.06685968324777922,emailservice-2:0.065713601440396,currencyservice-2:0.0652926843854682,emailservice2-0:0.0644167216991242,paymentservice-1:0.0630650564737422,productcatalogservice-2:0.0598822251175996,currencyservice-1:0.05871152648113823,checkoutservice-2:0.05821171119898782,cartservice-0:0.05777911407836947,currencyservice-0:0.05741645667153316,paymentservice-0:0.05555535181210913,recommendationservice-0:0.053756444731871654,recommendationservice-1:0.05342244464575279,productcatalogservice2-0:0.04959782512498664,shippingservice2-0:0.047446221014581826,recommendationservice2-0:0.04723876662001642,cartservice-1:0.04561890531785798,checkoutservice2-0:0.04331123990248991,paymentservice2-0:0.03125776471611355,currencyservice2-0:0.03015904563142116
1651897275,service,currencyservice,Kubernetes Container Memory Load,currencyservice-0:0.680932798968814,currencyservice-1:0.6650688399617948,currencyservice-2:0.6637404854362617,currencyservice2-0:0.6003854744261886,paymentservice-1:0.3933417003721187,cartservice-0:0.37005361218836313,adservice-1:0.3695279180622868,frontend-1:0.3550458398446154,cartservice2-0:0.34610139011197233,paymentservice-2:0.3459560486477435,cartservice-2:0.34400646294243226,checkoutservice-0:0.3333659370295378,frontend2-0:0.3168856131586793,frontend-0:0.30623692233706074,adservice-2:0.29265980346099174,cartservice-1:0.2841992278723043,adservice2-0:0.28243210518672046,paymentservice-0:0.2823212506807463,shippingservice2-0:0.27211034822549385,checkoutservice-2:0.2668137808350599,checkoutservice-1:0.2653091866061868,checkoutservice2-0:0.2590553057252586,emailservice-2:0.2573445926907207,frontend-2:0.2564712752728191,shippingservice-0:0.2473997272578026,shippingservice-1:0.23986293144646811,adservice-0:0.22225475384244456,shippingservice-2:0.19212206917578378,paymentservice2-0:0.15471911902563437,emailservice-1:0.15307371441903586,productcatalogservice2-0:0.14708013168937314,productcatalogservice-2:0.1317994846208099,emailservice2-0:0.12941562380114355,productcatalogservice-0:0.12543623059366754,productcatalogservice-1:0.12340061129794343,emailservice-0:0.10783376266014094,recommendationservice2-0:0.07924053207003288,recommendationservice-2:0.07627439284518729,recommendationservice-0:0.06901878276921682,recommendationservice-1:0.06552504796364002,node-5:0.00044937934876403915,node-1:1.0451695034835993e-05,node-2:1.0410729783855954e-05,node-3:8.667957865146298e-06,node-6:8.305659102350447e-06,node-4:5.873930238960843e-06
1651899367,pod,recommendationservice-1,Kubernetes Container CPU Load,recommendationservice-1:0.531291499554434,checkoutservice-2:0.5198465987486063,frontend-0:0.4904064062399065,checkoutservice2-0:0.4703816179111884,emailservice2-0:0.44591507229803956,frontend-2:0.44145729097681324,checkoutservice-1:0.4395150077552281,frontend-1:0.42976569577215756,frontend2-0:0.3921466327428944,checkoutservice-0:0.3823864990677927,adservice-2:0.37075454369025845,emailservice-1:0.3637371869039385,paymentservice-1:0.3256906211694867,currencyservice-2:0.3134307719915579,cartservice-0:0.3062920937468972,shippingservice2-0:0.3058022621970073,emailservice-2:0.29593389311271434,productcatalogservice-1:0.2937980496495388,shippingservice-0:0.2891389604053018,cartservice2-0:0.2837980021873789,paymentservice2-0:0.2820393100098427,shippingservice-2:0.27125608297690096,currencyservice-1:0.271198310960029,cartservice-1:0.267827687792877,shippingservice-1:0.26001200524710627,emailservice-0:0.25815787094520637,adservice-0:0.25387352022277926,productcatalogservice-2:0.2494569414682707,adservice-1:0.24849416487057743,paymentservice-0:0.2312599853918058,adservice2-0:0.22593642197954497,currencyservice-0:0.2065966209365879,paymentservice-2:0.1914724050483724,productcatalogservice-0:0.17933118161499775,recommendationservice-0:0.17855627346547068,cartservice-2:0.16905753168876148,productcatalogservice2-0:0.14179666335569105,recommendationservice-2:0.13603995773213942,node-2:0.1145658435226458,currencyservice2-0:0.1139620614764632,node-3:0.10817328041741103,recommendationservice2-0:0.1062078151296571,node-5:0.10014700961423133,node-1:0.0979982360741972,node-6:0.08108799204830987,node-4:0.04956812153920694
1651900839,node,node-5,Node Memory Consumption,node-3:0.36151708247452025,node-5:0.2459962522333219,node-4:0.20166794746970493,productcatalogservice2-0:0.1822747264263628,shippingservice2-0:0.1624894371467285,adservice-0:0.16152935470105398,frontend-2:0.15524657898969677,checkoutservice-2:0.14573870301164651,frontend-1:0.14120980356142807,shippingservice-0:0.13721751297055138,emailservice-0:0.1274115921363804,frontend-0:0.12556932645284327,recommendationservice-1:0.12217662608377482,adservice-2:0.12047665501876036,recommendationservice-2:0.11719800217337123,currencyservice2-0:0.11040825211657934,productcatalogservice-0:0.10986524256637797,productcatalogservice-2:0.09867420268268771,checkoutservice2-0:0.09106188014537447,productcatalogservice-1:0.09105259589012758,node-2:0.08688759063635838,node-6:0.07647605800025868,node-1:0.07096159175980254,currencyservice-2:0.0691673143740737,currencyservice-0:0.06632427107301664,recommendationservice2-0:0.0636397799146824,frontend2-0:0.062026107030388467,currencyservice-1:0.05958997579500095,shippingservice-1:0.05766160982499923,cartservice-1:0.05584008544395851,cartservice-0:0.051249776369387455,emailservice2-0:0.05014337298049063,checkoutservice-1:0.04997657112144712,recommendationservice-0:0.049536519743920815,emailservice-2:0.047456126412012224,paymentservice-2:0.04643384156914023,paymentservice-1:0.045949731988397656,paymentservice-0:0.04578374143467567,adservice2-0:0.043069219966856205,shippingservice-2:0.042694853202718486,cartservice-2:0.042372344589391736,cartservice2-0:0.039840052347556186,paymentservice2-0:0.03896391214848164,checkoutservice-0:0.03793459078981554,emailservice-1:0.03551489830979979,adservice-1:0.03547882935642902
1651904204,node,node-3,Node CPU Spiking,node-3:0.45004676945322525,node-5:0.28073384214173913,checkoutservice-1:0.2739613679261003,checkoutservice-0:0.26931132873715885,checkoutservice-2:0.2665638843971046,checkoutservice2-0:0.2485451208031054,cartservice-2:0.2438399305539349,shippingservice-1:0.23202395464272804,shippingservice-2:0.22696140608674842,frontend2-0:0.21543487615918122,adservice2-0:0.21204366135376018,currencyservice-2:0.20352901414433158,node-4:0.20248891167319796,frontend-2:0.19870912398040128,emailservice2-0:0.1941489610662349,paymentservice-2:0.18761173002636886,cartservice2-0:0.1818549951969923,adservice-2:0.18169283285640678,shippingservice-0:0.18015956408618364,node-2:0.17920394343689097,adservice-0:0.17747321311922196,recommendationservice-2:0.17712094911341345,cartservice-0:0.16269128256963653,frontend-0:0.15982025835021704,adservice-1:0.15646803311546578,frontend-1:0.1522628455687117,emailservice-0:0.14679076499666846,emailservice-2:0.14329617711875123,paymentservice2-0:0.14197912044092956,node-1:0.1416197601619226,emailservice-1:0.13867164231966292,cartservice-1:0.13781908978305635,recommendationservice2-0:0.13610810330337356,shippingservice2-0:0.1352904757393489,currencyservice-1:0.13486076437958475,paymentservice-0:0.13397919123386867,productcatalogservice-2:0.1223823227367275,paymentservice-1:0.12010030676187096,productcatalogservice-1:0.11933809035662468,node-6:0.11751671694633148,currencyservice-0:0.10321285045644936,recommendationservice-1:0.10099845347488921,recommendationservice-0:0.0998938190141327,productcatalogservice-0:0.09748121156337529,productcatalogservice2-0:0.09478499001439945,currencyservice2-0:0.08904435488429839
1651904895,service,productcatalogservice,Kubernetes Container Process Termination,productcatalogservice-1:0.5208101330133489,productcatalogservice-0:0.5045998605503673,productcatalogservice-2:0.5041636963505797,productcatalogservice2-0:0.4792271833676429,checkoutservice-1:0.44130696205783587,checkoutservice-0:0.40368671449822885,checkoutservice2-0:0.34613537472241834,frontend2-0:0.3411170970667106,adservice2-0:0.321614689637794,frontend-0:0.31693560420928124,frontend-1:0.30383964680374836,cartservice2-0:0.30379429976460953,cartservice-2:0.296589401298557,adservice-2:0.2910795244190333,checkoutservice-2:0.2871713525481995,cartservice-0:0.2832654223822409,adservice-1:0.2805361958707728,shippingservice-2:0.2464192827669356,frontend-2:0.2450443982829104,shippingservice-0:0.24093255197828442,emailservice2-0:0.23262697004922117,shippingservice-1:0.22646387929766432,paymentservice2-0:0.2006267446980663,emailservice-0:0.18318738846786844,shippingservice2-0:0.18062463111677607,paymentservice-2:0.17762238674808387,adservice-0:0.17445434485592345,paymentservice-1:0.1734345896500037,paymentservice-0:0.17291255550419163,cartservice-1:0.16483577868743965,emailservice-2:0.14043160241460564,emailservice-1:0.1285506580515486,currencyservice-0:0.10261563139609801,recommendationservice2-0:0.09535032842405844,recommendationservice-2:0.09198019281861723,recommendationservice-0:0.09026045725691277,currencyservice-2:0.08900423880764581,currencyservice-1:0.0851372339898717,recommendationservice-1:0.07316571841948458,currencyservice2-0:0.06293882455443786,node-3:0.023078072745863737,node-2:0.02069291057657813,node-5:0.01707425975563975,node-6:0.0066838527247860225,node-1:0.005059449939761331,node-4:0.004212733602027082
1651906320,service,recommendationservice,Kubernetes Container Read I/O Load,recommendationservice-2:0.7179008755267114,recommendationservice-0:0.7106232223449312,recommendationservice2-0:0.6982067759666071,recommendationservice-1:0.6465993665294911,frontend-1:0.44599607624657234,productcatalogservice2-0:0.4431381750046837,checkoutservice-0:0.4309802458247276,checkoutservice-2:0.4086535273798894,cartservice-1:0.4022289694909783,cartservice-0:0.39496220288706724,productcatalogservice-2:0.38432335772367315,checkoutservice2-0:0.37302648041400566,cartservice-2:0.3717289149066031,frontend-2:0.36707366823296234,productcatalogservice-0:0.3548650415268825,frontend2-0:0.3379136054899182,checkoutservice-1:0.33055117628327135,emailservice-2:0.3293357860376743,adservice2-0:0.32787417963512044,cartservice2-0:0.3264896977927525,shippingservice-1:0.3233751727867574,productcatalogservice-1:0.30400374551424675,adservice-2:0.30344928073517896,shippingservice-0:0.2997474044774126,frontend-0:0.2827555401388957,emailservice2-0:0.27984436639822,shippingservice2-0:0.27810567648553863,node-5:0.2697489334210753,paymentservice-0:0.26569360120286917,adservice-0:0.24797679232191133,currencyservice-0:0.24614391631315186,shippingservice-2:0.2415547663997703,adservice-1:0.2350406978096337,paymentservice-1:0.2344541131056177,currencyservice-1:0.22946674229383426,emailservice-1:0.2293255905055239,paymentservice-2:0.21661815053497077,currencyservice2-0:0.2130894852030587,emailservice-0:0.19586803615550794,currencyservice-2:0.19082071511070559,paymentservice2-0:0.1474805603155696,node-4:0.10131774745275102,node-3:0.03726247327650721,node-2:0.03330791959777964,node-6:0.023025559909035678,node-1:0.016661322338896212
1651908253,service,adservice,Kubernetes Container Memory Load,adservice-1:0.7833110436460232,adservice-2:0.7790677395290895,adservice2-0:0.7647817168139627,adservice-0:0.7238341938156555,recommendationservice2-0:0.5026449327195452,productcatalogservice-2:0.48038530262239604,cartservice-2:0.4705065468085102,productcatalogservice2-0:0.44274986642330055,currencyservice-2:0.4336025484006039,cartservice-0:0.3813060163794775,checkoutservice-1:0.37926006405778817,currencyservice-1:0.37411708776854385,productcatalogservice-0:0.36627882562803166,emailservice-2:0.36548649600543287,frontend-2:0.3547924967114937,currencyservice-0:0.3535246250608821,cartservice-1:0.34834546501572433,checkoutservice2-0:0.3423336187167554,frontend2-0:0.33802932695896765,recommendationservice-2:0.32688688330608556,paymentservice-1:0.321754083932109,paymentservice-0:0.31415043867701903,productcatalogservice-1:0.29856390411511335,checkoutservice-2:0.2983465661007582,frontend-0:0.2908853464891677,checkoutservice-0:0.2708988563977975,frontend-1:0.2535078434973286,currencyservice2-0:0.24618823492854194,recommendationservice-0:0.24261477120970834,recommendationservice-1:0.23925692950251073,shippingservice2-0:0.23688342058718062,shippingservice-0:0.23446803377093106,shippingservice-1:0.23191035212702157,paymentservice-2:0.20581076047015465,shippingservice-2:0.1311222393963882,paymentservice2-0:0.09590211564549574,emailservice2-0:0.09069136024034209,emailservice-1:0.08346050177371704,emailservice-0:0.06971589360518575,cartservice2-0:0.05340554938526143,node-1:0.022054864773028426,node-4:0.019608872714379142,node-6:0.011473475226920412,node-2:0.008174450756325334,node-3:0.00643662184827081,node-5:0.003140617575163611
1651909424,service,adservice,Kubernetes Container Read I/O Load,adservice-2:0.6365742011765949,adservice-0:0.5887366467433325,adservice-1:0.5377188293445512,checkoutservice-0:0.5282662437997133,adservice2-0:0.495428777204214,paymentservice2-0:0.4438496734953255,shippingservice2-0:0.4251895250625628,shippingservice-0:0.4008596582015678,cartservice-0:0.39695830833374574,frontend-1:0.3845870516067693,recommendationservice2-0:0.3709597460854126,productcatalogservice2-0:0.36140954948184095,checkoutservice2-0:0.3567905804964526,paymentservice-0:0.35164994973983416,checkoutservice-2:0.34847657136604865,paymentservice-1:0.34523400469656185,emailservice-2:0.3386257934180556,emailservice-1:0.3372583644077141,frontend-0:0.3329499689457272,productcatalogservice-1:0.3261088457571573,cartservice-1:0.32422059419379884,frontend-2:0.3232810049789246,currencyservice2-0:0.32309562857776924,currencyservice-2:0.3219635620935666,emailservice2-0:0.31400788903794535,currencyservice-0:0.3103797386456955,checkoutservice-1:0.30302435682657247,emailservice-0:0.29922865797306814,recommendationservice-0:0.29608989462729035,shippingservice-2:0.29164694390890167,currencyservice-1:0.28864841453915274,recommendationservice-2:0.284870799181615,productcatalogservice-2:0.2847103242632318,shippingservice-1:0.2691872280260453,paymentservice-2:0.2509375212675993,cartservice-2:0.2462840635951098,recommendationservice-1:0.2310055290809383,frontend2-0:0.20631987153464026,node-5:0.19755428744971015,cartservice2-0:0.17786688572163734,node-3:0.16401113921246271,productcatalogservice-0:0.1579564274253317,node-1:0.06730829489481426,node-4:0.06041692123842018,node-2:0.055488850280554024,node-6:0.05388832964446433
